,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
2278,473,France,Female,33,5,125827.43,1,no,yes,145698.73
2279,745,Spain,Male,34,9,0.0,2,yes,no,50046.25
2280,732,France,Male,36,7,0.0,2,yes,yes,60830.24
2281,848,Germany,Female,40,5,148495.64,1,no,no,158853.98
2282,572,France,Male,37,1,133043.66,1,no,no,111243.09
2283,702,France,Male,45,9,74989.58,1,yes,yes,171014.69
2284,664,Germany,Male,39,7,60263.23,1,yes,no,170835.32
2285,630,Germany,Male,50,3,129370.91,4,yes,yes,47775.34
2286,618,Germany,Male,44,5,157955.83,2,no,no,139297.71
2287,556,France,Male,26,4,0.0,1,yes,no,195167.38
2288,619,France,Female,30,7,70729.17,1,yes,yes,160948.87
2289,644,France,Male,48,8,0.0,2,no,yes,44965.54
2290,658,Spain,Male,50,2,0.0,2,yes,no,52137.73
2291,598,Spain,Male,27,8,90721.52,2,yes,no,109296.18
2292,677,France,Male,27,2,0.0,2,yes,yes,20092.89
2293,689,Spain,Female,45,0,57784.22,1,yes,no,197804.0
2294,591,France,Male,33,9,131765.72,1,yes,no,118782.06
2295,699,France,Male,40,7,0.0,1,no,yes,152876.13
2296,749,Germany,Male,47,9,110022.74,1,no,yes,135655.29
2297,709,France,Female,40,9,131569.63,1,yes,yes,103970.58
2298,607,Germany,Male,61,2,164523.5,2,yes,yes,35786.76
2299,650,Germany,Female,25,2,114330.95,1,yes,yes,25325.07
2300,651,Spain,Female,45,10,135923.16,1,yes,no,18732.84
2301,676,France,Female,61,8,0.0,2,yes,yes,118522.73
2302,723,France,Female,49,4,0.0,2,no,yes,89972.25
2303,714,Spain,Male,45,0,124693.48,1,no,yes,187194.15
2304,759,Spain,Female,35,7,147936.42,1,yes,yes,106785.7
2305,582,France,Male,29,0,0.0,1,yes,no,142516.35
2306,697,France,Female,34,2,126558.92,1,yes,no,73334.43
2307,610,Germany,Male,57,6,106938.11,2,no,yes,186612.47
2308,488,Germany,Female,33,4,140002.35,1,yes,no,123613.81
2309,599,Germany,Male,46,9,123444.72,1,yes,yes,31368.08
2310,781,France,Male,32,6,147107.91,1,yes,yes,40066.95
2311,645,France,Male,19,9,128514.84,1,no,no,175969.19
2312,545,France,Female,55,5,0.0,1,no,no,10034.77
2313,597,Germany,Female,40,9,106756.01,2,yes,no,151167.94
2314,561,Spain,Female,28,3,0.0,2,yes,no,191387.76
2315,662,France,Female,37,6,0.0,2,yes,no,51229.17
2316,649,Germany,Female,50,5,155393.32,1,yes,yes,87351.42
2317,630,France,Female,36,2,110414.48,1,yes,yes,48984.95
2318,672,Spain,Male,33,2,0.0,2,yes,yes,182738.0
2319,636,Germany,Female,37,9,157098.52,1,yes,yes,153535.27
2320,593,Germany,Female,38,5,85626.6,1,yes,yes,125079.65
2321,545,Germany,Male,45,6,93796.42,2,yes,yes,162321.26
2322,567,Spain,Female,41,1,0.0,2,yes,no,3414.72
2323,583,France,Male,51,6,125268.03,2,yes,no,165082.25
2324,681,France,Female,29,2,148143.84,1,yes,yes,52021.39
2325,762,Spain,Male,29,10,115545.33,2,yes,no,148256.43
2326,648,Spain,Male,35,7,0.0,2,no,no,122899.01
2327,644,France,Male,30,5,44928.88,1,yes,yes,10771.46
2328,706,Spain,Male,29,2,0.0,2,yes,yes,18255.51
2329,850,France,Male,35,3,162442.35,1,yes,no,183566.78
2330,484,Spain,Female,39,5,0.0,2,yes,yes,175224.12
2331,508,Germany,Male,28,0,96213.82,2,yes,no,147913.56
2332,439,France,Female,29,6,156569.43,1,yes,no,180598.66
2333,484,Spain,Male,36,8,0.0,2,yes,no,186136.48
2334,803,Spain,Female,37,1,0.0,2,no,no,7455.2
2335,724,Germany,Female,48,6,110463.25,2,yes,yes,80552.11
2336,640,France,Male,33,7,154575.76,1,yes,no,25722.28
2337,701,Spain,Female,35,9,0.0,2,no,no,170996.86
2338,537,France,Male,37,3,0.0,2,yes,yes,20603.32
2339,651,Germany,Male,26,5,147037.32,1,no,no,141763.26
2340,523,Germany,Male,41,0,119276.31,1,no,no,122284.38
2341,717,France,Female,25,7,108664.85,2,yes,no,190011.85
2342,593,Spain,Male,44,5,0.0,1,yes,no,128046.98
2343,706,Germany,Male,38,5,163034.82,2,yes,yes,135662.17
2344,714,Germany,Female,49,4,93059.34,1,yes,no,7571.51
2345,794,Spain,Male,38,9,179581.31,1,yes,no,23596.24
2346,518,Germany,Male,46,4,113625.93,1,no,no,92727.42
2347,589,Germany,Male,55,7,119961.48,1,yes,no,65156.83
2348,824,France,Male,45,3,129209.48,1,no,no,60151.77
2349,719,Germany,Female,42,5,137227.04,3,yes,no,149097.38
2350,617,Germany,Female,58,3,119024.75,2,yes,no,35199.24
2351,651,France,Male,35,7,74623.5,3,yes,no,129451.29
2352,637,Spain,Female,45,2,157929.45,1,yes,yes,145134.49
2353,554,France,Female,26,7,92606.86,2,yes,no,192709.69
2354,731,Germany,Male,35,2,127862.93,2,yes,no,139083.7
2355,569,Spain,Female,42,1,0.0,1,yes,yes,83629.6
2356,625,Germany,Female,37,4,142711.81,1,yes,no,35625.41
2357,592,France,Female,38,4,0.0,2,yes,no,35338.96
2358,669,France,Male,43,1,163159.85,1,no,yes,15602.8
2359,663,Germany,Male,32,3,108586.86,1,yes,yes,182355.21
2360,518,Germany,Female,41,5,110624.99,1,yes,no,89327.67
2361,686,Germany,Female,43,5,154846.24,2,yes,yes,151903.6
2362,709,Germany,Male,45,4,122917.71,1,yes,yes,11.58
2363,571,France,Female,33,9,0.0,2,no,yes,77519.62
2364,707,France,Female,31,2,82787.93,2,no,no,91423.69
2365,701,Germany,Male,32,5,102500.34,1,no,no,106287.77
2366,672,France,Male,34,9,0.0,2,yes,no,161800.77
2367,620,Germany,Male,39,9,159492.79,1,yes,no,80582.34
2368,557,Spain,Male,48,10,0.0,2,yes,yes,185094.48
2369,648,Spain,Female,54,7,118241.02,1,yes,no,172586.89
2370,479,France,Female,35,2,113090.4,1,yes,no,195649.79
2371,730,France,Female,22,9,65763.57,1,yes,yes,145792.01
2372,737,Germany,Female,43,1,125537.38,1,yes,no,138510.01
2373,616,France,Male,31,3,94263.91,2,yes,no,168895.06
2374,639,Spain,Male,29,4,133434.57,2,yes,no,97983.44
2375,815,Spain,Female,39,6,0.0,1,yes,yes,85167.88
2376,786,Spain,Male,31,9,0.0,2,yes,yes,18210.36
2377,549,France,Male,50,9,94748.76,2,no,yes,13608.18
2378,622,France,Female,38,4,98640.74,1,yes,yes,110457.99
2379,624,France,Male,26,9,74681.9,2,no,no,31231.35
2380,841,France,Male,34,4,0.0,2,yes,no,141582.66
2381,614,Spain,Female,41,7,179915.85,1,no,no,14666.35
2382,676,France,Male,30,1,128207.23,1,yes,yes,55400.17
2383,697,France,Male,42,9,132739.26,2,no,no,174667.65
2384,732,France,Female,40,10,0.0,2,yes,no,154189.08
2385,623,France,Male,27,4,120509.81,1,no,no,142170.44
2386,541,France,Male,46,4,124547.13,2,yes,no,94499.06
2387,773,Spain,Female,39,4,0.0,2,no,yes,182081.45
2388,762,Germany,Male,34,4,88815.56,2,yes,no,68562.26
2389,655,Spain,Female,35,1,82231.51,2,yes,no,88798.02
2390,602,Germany,Male,32,7,184715.86,2,yes,no,113781.99
2391,850,France,Male,31,3,0.0,2,yes,no,121866.87
2392,649,Spain,Male,51,4,0.0,1,yes,yes,150390.57
2393,850,Germany,Male,28,4,147972.19,1,yes,no,60708.72
2394,543,France,Male,43,9,0.0,2,yes,yes,78858.07
2395,672,France,Male,52,8,170008.84,1,no,no,56407.42
2396,600,France,Female,27,3,0.0,2,no,yes,125698.97
2397,671,Spain,Female,34,10,0.0,1,yes,no,23235.38
2398,706,Spain,Female,42,8,95386.82,1,yes,yes,75732.25
2399,541,Germany,Male,51,7,90373.28,2,yes,no,179861.79
2400,711,Germany,Male,34,4,133467.77,2,yes,yes,42976.64
2401,630,Spain,Male,30,3,0.0,2,no,yes,10486.69
2402,531,France,Male,31,3,96288.26,1,yes,no,56794.73
2403,641,France,Female,26,4,91547.84,2,no,yes,28157.34
2404,631,Germany,Male,37,8,138292.64,2,no,no,152422.91
2405,685,France,Male,35,9,0.0,1,yes,no,167033.83
2406,702,Spain,Male,32,8,71667.74,1,yes,yes,126082.18
2407,708,Germany,Female,43,0,118994.84,1,yes,no,181499.77
2408,653,Spain,Male,55,7,0.0,2,yes,yes,41967.03
2409,654,Germany,Male,37,2,145610.07,2,no,no,186300.59
2410,596,France,Female,33,1,138162.81,1,yes,no,85412.54
2411,549,Germany,Female,31,9,135020.21,2,yes,yes,23343.18
2412,754,France,Male,38,2,0.0,2,yes,no,180698.32
2413,815,Germany,Female,25,8,135161.67,1,yes,yes,136071.05
2414,556,France,Female,52,9,0.0,1,yes,no,175149.2
2415,706,France,Male,32,6,94486.47,1,yes,yes,146949.74
2416,850,France,Male,46,9,117640.39,1,yes,no,88920.68
2417,732,Spain,Female,33,8,111379.55,1,yes,yes,45098.62
2418,614,France,Male,40,6,0.0,1,yes,yes,20339.79
2419,580,Spain,Female,57,0,136820.99,1,no,yes,108528.74
2420,593,France,Female,46,7,98752.51,1,yes,no,145560.38
2421,653,Germany,Female,25,2,158266.42,3,yes,yes,199357.24
2422,746,France,Female,29,4,105599.67,1,yes,yes,43106.17
2423,662,France,Female,29,10,0.0,2,yes,no,137508.31
2424,573,France,Male,31,2,0.0,2,yes,yes,91957.39
2425,684,Spain,Female,39,4,139723.9,1,yes,yes,120612.11
2426,793,France,Female,41,3,141806.46,1,yes,no,102921.17
2427,798,Germany,Female,49,5,132571.67,1,yes,yes,31686.33
2428,524,France,Male,40,2,180516.9,1,yes,no,180002.42
2429,816,France,Male,31,8,0.0,2,yes,yes,28407.4
2430,742,Germany,Female,41,4,92805.72,1,no,yes,73743.95
2431,540,France,Male,22,4,0.0,3,yes,yes,186233.26
2432,537,Germany,Male,39,3,135309.36,1,yes,no,31728.86
2433,759,Spain,Female,74,6,128917.84,1,yes,yes,48244.64
2434,774,France,Female,52,2,56580.93,1,yes,no,113266.28
2435,608,Germany,Male,42,8,131390.75,2,yes,no,71178.09
2436,704,Spain,Male,37,4,0.0,2,no,no,25684.93
2437,581,France,Male,41,8,0.0,2,no,no,29737.14
2438,628,Germany,Female,61,1,97361.66,1,yes,yes,149922.38
2439,566,France,Female,42,6,0.0,1,yes,no,180702.12
2440,701,Spain,Male,59,7,0.0,2,no,yes,27597.59
2441,735,Spain,Male,29,10,0.0,2,yes,yes,95025.27
2442,680,France,Female,34,1,0.0,2,yes,no,167035.07
2443,560,France,Male,57,0,0.0,2,no,yes,116781.71
2444,663,Germany,Female,29,4,102714.65,2,no,no,21170.81
2445,665,France,Female,34,5,67816.72,1,yes,yes,29641.58
2446,758,France,Male,51,8,81710.46,1,yes,yes,116520.07
2447,621,France,Male,26,2,75237.54,1,no,yes,44220.4
2448,764,Germany,Male,28,10,124023.18,1,yes,no,166188.28
2449,537,Germany,Female,46,5,100727.5,1,no,yes,140857.76
2450,589,France,Female,46,10,107238.85,2,yes,no,37024.28
2451,555,France,Male,24,5,0.0,2,yes,no,27513.47
2452,734,France,Female,29,0,139994.66,1,yes,no,17744.72
2453,783,Spain,Female,59,9,126224.87,1,yes,yes,4423.63
2454,678,Germany,Female,51,1,145751.03,1,no,no,109718.44
2455,661,France,Male,47,5,0.0,1,no,yes,107243.31
2456,607,Spain,Female,25,4,121166.89,1,no,yes,115288.24
2457,537,Spain,Female,38,1,0.0,2,no,yes,41233.97
2458,513,Spain,Male,88,10,0.0,2,yes,yes,52952.24
2459,576,France,Male,63,9,70655.48,1,no,no,78955.8
2460,660,Germany,Male,41,1,129901.21,1,yes,no,26025.6
2461,637,France,Male,40,8,125470.81,1,yes,yes,174536.17
2462,672,France,Female,53,9,169406.33,4,yes,yes,147311.47
2463,629,France,Male,32,2,0.0,2,no,yes,77965.44
2464,583,Germany,Male,40,4,107041.3,1,yes,yes,5635.63
2465,763,Spain,Female,32,10,95153.77,1,no,yes,81310.1
2466,516,Germany,Male,32,3,145166.09,2,no,no,111421.45
2467,617,France,Female,27,4,0.0,2,no,no,190269.21
2468,700,France,Male,38,9,65962.63,1,yes,yes,100950.48
2469,727,Germany,Male,36,6,140418.81,1,yes,yes,113033.73
2470,689,Spain,Female,31,3,139799.63,1,no,yes,120663.57
2471,626,Germany,Male,49,9,171787.84,2,yes,no,187192.23
2472,686,France,Male,38,6,149238.97,1,yes,yes,97825.23
2473,351,Germany,Female,57,4,163146.46,1,yes,no,169621.69
2474,739,France,Female,37,8,0.0,2,yes,no,191557.1
2475,627,France,Male,32,10,0.0,2,yes,no,103287.62
2476,451,Germany,Female,38,9,61482.47,1,yes,yes,167538.66
2477,512,France,Female,41,8,145150.28,1,yes,no,64869.32
2478,774,France,Female,41,5,126670.37,1,yes,no,102426.06
2479,652,France,Female,40,8,84390.8,2,no,yes,107876.2
2480,638,Germany,Male,37,2,89728.86,2,yes,yes,37294.88
2481,475,France,Female,57,1,0.0,2,yes,no,89248.99
2482,567,Spain,Male,40,4,118628.8,1,no,no,91973.63
2483,750,France,Male,37,3,0.0,2,yes,no,16870.2
2484,850,France,Male,39,6,96863.13,1,yes,yes,121681.19
2485,753,France,Female,38,6,142263.45,1,no,yes,33730.43
2486,683,Spain,Female,36,7,0.0,2,yes,no,104786.59
2487,710,France,Female,32,3,0.0,1,yes,no,94790.34
2488,645,Spain,Female,21,1,0.0,2,no,no,28726.07
2489,714,France,Male,28,6,122724.37,1,yes,yes,67057.27
2490,696,Germany,Female,35,4,174902.26,1,yes,no,69079.85
2491,612,Spain,Female,26,4,0.0,2,yes,yes,179780.74
2492,520,Germany,Female,31,3,108914.17,1,yes,yes,183572.39
2493,782,Spain,Male,23,10,98052.66,1,yes,yes,142587.32
2494,666,France,Male,46,5,123873.19,1,yes,yes,177844.06
2495,466,Germany,Female,56,2,111920.13,3,yes,no,197634.11
2496,567,France,Female,45,4,0.0,2,no,yes,121053.19
2497,613,France,Male,20,3,0.0,2,yes,yes,149613.77
2498,718,France,Male,37,8,0.0,2,yes,yes,142.81
2499,614,France,Female,37,8,75150.34,4,no,yes,131766.67
2500,711,France,Male,38,10,0.0,2,no,no,53311.78
2501,691,Germany,Female,38,5,114753.76,1,yes,no,107665.02
2502,527,France,Male,32,0,0.0,1,yes,no,109523.88
2503,476,France,Female,32,6,111871.93,1,no,no,112132.86
2504,619,Spain,Female,45,0,0.0,2,no,no,113645.4
2505,607,Germany,Female,37,4,135927.06,1,no,no,180890.4
2506,695,Spain,Male,44,8,0.0,2,yes,yes,70974.13
2507,653,France,Male,33,1,0.0,2,no,no,53379.52
2508,677,France,Male,46,2,57037.74,1,yes,yes,158531.01
2509,655,France,Female,50,10,0.0,4,yes,no,179267.94
2510,625,France,Female,52,2,79468.96,1,yes,yes,84606.03
2511,679,Germany,Female,34,7,121063.85,1,yes,no,56984.58
2512,734,France,Male,51,1,118537.47,1,yes,yes,116912.45
2513,666,France,Male,39,10,0.0,2,yes,no,102999.33
2514,592,Germany,Female,26,4,105082.07,2,yes,no,132801.57
2515,564,France,Male,40,4,0.0,1,yes,no,85455.62
2516,814,France,Female,36,6,0.0,2,yes,yes,98657.01
2517,592,Germany,Male,36,2,104702.65,2,yes,no,107948.72
2518,758,France,Female,50,2,95813.76,3,yes,yes,67944.09
2519,612,Spain,Female,62,0,167026.61,2,yes,yes,192892.05
2520,498,Germany,Male,61,7,102453.26,1,yes,no,187247.56
2521,638,Germany,Male,25,4,148045.45,2,yes,yes,114722.42
2522,558,France,Male,35,1,0.0,2,no,no,111687.57
2523,756,France,Female,24,1,0.0,2,yes,no,184182.25
2524,782,Spain,Male,52,4,0.0,1,yes,yes,52759.82
2525,505,France,Male,34,10,104498.79,1,no,yes,126451.14
2526,671,Spain,Female,29,6,0.0,2,no,no,12048.67
2527,801,France,Male,42,6,0.0,2,yes,yes,95804.33
2528,604,France,Male,26,8,149542.52,2,no,yes,197911.52
2529,716,France,Female,29,10,87946.39,1,yes,yes,182531.74
2530,624,France,Female,45,3,68639.57,1,yes,no,168002.31
2531,607,Germany,Male,47,4,148826.32,1,yes,yes,79450.61
2532,827,France,Female,60,2,0.0,2,no,yes,60615.83
2533,606,France,Male,61,5,108166.09,2,no,yes,8643.21
2534,717,Germany,Female,35,5,103214.71,1,yes,no,172172.7
2535,651,Germany,Male,40,1,134760.21,2,no,no,174434.06
2536,691,France,Male,58,3,0.0,1,no,yes,194930.3
2537,573,France,Female,33,0,90124.64,1,yes,no,137476.71
2538,723,Spain,Male,38,6,0.0,2,yes,yes,94415.6
2539,584,Germany,Female,46,6,87361.02,2,yes,no,120376.87
2540,550,Germany,Female,45,8,111257.59,1,no,no,97623.42
2541,611,France,Female,61,3,131583.59,4,no,yes,66238.23
2542,549,Germany,Male,41,9,95020.8,3,yes,yes,131710.59
2543,850,Spain,Female,24,1,0.0,2,no,yes,69052.87
2544,668,Germany,Male,34,5,80242.37,2,no,no,56780.97
2545,686,France,Female,43,0,0.0,1,yes,yes,170072.9
2546,660,France,Male,50,1,0.0,3,yes,yes,191849.15
2547,682,Spain,Female,59,0,122661.39,1,no,yes,84803.76
2548,524,France,Male,50,4,0.0,2,yes,yes,31840.59
2549,645,France,Female,36,8,0.0,2,yes,yes,12096.61
2550,850,France,Male,42,0,0.0,2,yes,no,44165.84
2551,537,France,Female,53,3,0.0,1,yes,yes,91406.62
2552,599,Spain,Female,46,7,81742.84,2,yes,no,83282.21
2553,727,Spain,Male,71,8,0.0,1,yes,yes,198446.91
2554,756,Spain,Male,30,2,145127.85,1,no,no,7554.68
2555,755,France,Male,38,9,148912.44,1,yes,no,80416.16
2556,634,Spain,Female,41,4,0.0,2,yes,yes,164549.74
2557,837,France,Male,26,4,89900.24,2,yes,no,175477.03
2558,727,Germany,Female,30,8,119027.28,2,yes,yes,137903.54
2559,567,Germany,Female,40,2,105222.86,2,yes,no,93795.86
2560,650,Spain,Female,30,6,0.0,1,no,no,67997.13
2561,655,Spain,Male,34,1,116114.93,1,yes,yes,49492.15
2562,763,France,Female,58,9,187911.55,1,no,yes,35825.18
2563,843,France,Female,27,5,0.0,2,yes,yes,67494.23
2564,667,France,Female,38,6,144432.04,1,yes,yes,73963.17
2565,705,France,Female,50,4,77065.9,2,no,yes,145159.26
2566,660,Germany,Female,29,6,180520.29,1,yes,yes,123850.58
2567,553,France,Male,42,1,0.0,2,no,no,23822.04
2568,612,Germany,Female,47,6,130024.87,1,yes,yes,45750.21
2569,641,Germany,Female,40,2,110086.69,1,yes,no,159773.14
2570,513,Spain,Female,31,5,174853.46,1,yes,no,84238.63
2571,680,France,Male,44,7,108724.98,1,no,yes,72330.46
2572,711,France,Male,58,9,91285.13,2,yes,yes,26767.85
2573,689,Spain,Male,40,2,0.0,2,yes,yes,164768.82
2574,665,Germany,Female,51,9,110610.41,2,no,yes,1112.76
2575,551,Germany,Male,54,5,102994.04,1,yes,no,176680.16
2576,645,Spain,Male,36,4,59893.85,2,yes,no,43999.64
2577,616,Germany,Male,29,8,149318.55,1,yes,no,140746.13
2578,582,France,Female,32,1,116409.55,1,no,yes,152790.92
2579,365,Germany,Male,30,0,127760.07,1,yes,no,81537.85
2580,697,Germany,Female,38,6,132591.36,1,yes,yes,7387.8
2581,704,France,Male,31,0,0.0,2,yes,no,183038.33
2582,656,France,Female,46,5,113402.14,2,yes,yes,138849.06
2583,712,France,Female,31,7,0.0,2,yes,no,170333.38
2584,748,France,Male,40,0,0.0,1,no,no,60416.76
2585,724,France,Male,28,9,0.0,2,yes,yes,100240.2
2586,691,France,Male,50,6,136953.47,1,yes,yes,2704.98
2587,563,France,Male,33,8,0.0,2,no,yes,68815.05
2588,741,France,Male,32,5,0.0,1,yes,yes,64839.23
2589,778,France,Male,44,8,123863.64,1,yes,no,144494.94
2590,848,Spain,Male,22,7,120811.89,1,yes,yes,185510.34
2591,634,Germany,Male,38,2,148430.55,1,yes,yes,56055.72
2592,505,Germany,Male,40,6,47869.69,2,yes,yes,155061.97
2593,692,Germany,Male,53,7,150926.99,2,no,no,119817.19
2594,537,Germany,Female,47,6,103163.35,1,yes,no,16259.64
2595,633,France,Male,29,10,130206.28,1,yes,no,184654.87
2596,833,France,Female,28,4,136674.51,2,no,no,5278.78
2597,592,Spain,Female,40,2,200322.45,1,yes,yes,113244.73
2598,587,Spain,Male,48,1,0.0,2,yes,yes,8908.0
2599,550,Spain,Male,62,7,80927.56,1,no,yes,64490.67
2600,680,France,Female,24,10,0.0,3,yes,no,154971.63
2601,622,Spain,Female,41,9,0.0,2,yes,yes,155786.39
2602,594,Germany,Male,28,0,142574.71,2,yes,no,129084.82
2603,643,Germany,Female,34,7,160426.07,1,no,yes,188533.11
2604,540,France,Male,25,5,116160.23,1,yes,no,13411.67
2605,635,Spain,Female,34,5,98683.47,2,yes,no,15733.19
2606,657,France,Male,32,3,118829.03,2,yes,yes,73127.61
2607,814,France,Male,31,1,118870.92,1,yes,no,101704.19
2608,600,France,Male,32,1,0.0,1,yes,yes,101986.16
2609,682,France,Female,46,2,0.0,1,yes,yes,114442.66
2610,682,France,Male,38,4,107192.38,1,yes,yes,15669.17
2611,566,France,Male,42,3,108010.78,1,yes,yes,157486.1
2612,550,Spain,Male,34,3,0.0,2,no,no,131281.28
2613,630,France,Male,26,7,129837.72,2,no,yes,197001.15
2614,546,Germany,Female,58,3,106458.31,4,yes,no,128881.87
2615,486,France,Male,63,9,97009.15,1,yes,yes,85101.0
2616,762,Spain,Male,35,9,122929.42,2,no,no,149822.04
2617,692,Germany,Male,45,6,152296.83,4,no,yes,108040.86
2618,498,France,Female,30,1,0.0,2,no,no,135795.53
2619,850,Spain,Male,49,8,0.0,1,no,no,25867.67
2620,603,France,Male,35,6,128993.76,2,yes,no,130483.56
2621,551,France,Female,36,5,0.0,1,yes,no,183479.12
2622,627,Germany,Male,27,0,185267.45,2,yes,yes,77027.34
2623,515,France,Female,28,9,0.0,2,no,no,94141.75
2624,605,Spain,Female,29,3,116805.82,1,no,no,4092.75
2625,567,Germany,Male,29,5,129750.68,1,yes,no,109257.59
2626,568,Germany,Female,29,2,129177.01,2,no,yes,104617.99
2627,571,Germany,Male,25,6,82506.72,2,yes,no,167705.07
2628,634,Germany,Male,48,2,107247.69,1,yes,yes,103712.05
2629,768,Spain,Female,42,3,0.0,1,no,no,161242.99
2630,554,Germany,Female,36,3,157780.93,2,yes,no,6089.13
2631,629,France,Male,35,1,172170.36,1,yes,yes,159777.37
2632,638,Spain,Male,48,2,0.0,2,yes,yes,7919.08
2633,576,France,Male,41,1,0.0,1,yes,yes,188274.6
2634,661,Spain,Female,42,9,75361.44,1,yes,no,27608.12
2635,592,France,Female,27,4,0.0,2,yes,yes,183569.25
2636,702,Spain,Male,30,2,0.0,2,yes,yes,145537.32
2637,647,France,Female,29,0,98263.46,2,yes,no,164717.95
2638,593,France,Male,43,9,0.0,2,yes,yes,76357.43
2639,712,Germany,Female,40,3,109308.79,2,yes,no,120158.72
2640,625,Spain,Female,31,8,0.0,2,yes,no,151843.54
2641,538,Germany,Female,28,6,164365.44,1,no,yes,5698.97
2642,637,Spain,Female,22,5,98800.0,1,yes,no,122865.55
2643,632,France,Male,27,4,193125.85,1,yes,yes,152665.85
2644,736,France,Male,27,5,51522.75,1,no,yes,192131.77
2645,755,France,Male,23,5,84284.48,2,yes,yes,62851.6
2646,425,Spain,Female,39,5,0.0,2,yes,no,140941.47
2647,461,France,Male,51,9,119889.84,1,no,no,56767.67
2648,745,France,Male,21,4,137910.45,1,yes,yes,177235.23
2649,616,France,Female,37,6,0.0,2,yes,no,86242.18
2650,587,France,Male,33,5,100116.82,1,yes,no,34215.58
2651,850,Germany,Male,40,4,166082.15,2,no,yes,44406.17
2652,601,France,Female,38,0,0.0,2,yes,no,165196.65
2653,730,Spain,Male,26,3,0.0,1,yes,no,34542.41
2654,532,France,Male,44,3,148595.55,1,yes,no,74838.64
2655,850,Germany,Male,53,2,94078.97,2,yes,no,36980.54
2656,779,Spain,Female,34,5,0.0,2,no,yes,111676.63
2657,562,France,Male,29,9,0.0,1,yes,yes,25858.68
2658,670,Germany,Male,40,2,164948.98,3,no,no,177028.0
2659,729,France,Female,62,4,140549.4,1,yes,no,30990.16
2660,767,France,Female,44,2,152509.25,1,yes,yes,136915.15
2661,742,France,Female,28,2,191864.51,1,yes,no,108457.99
2662,669,France,Female,44,8,96418.09,1,no,no,131609.48
2663,542,Spain,Male,32,2,131945.94,1,no,yes,159737.56
2664,586,France,Male,29,3,0.0,2,yes,yes,142238.54
2665,612,Germany,Male,30,9,142910.15,1,yes,no,105890.55
2666,740,France,Female,37,7,0.0,2,yes,yes,194270.91
2667,584,France,Male,35,3,146311.58,1,yes,yes,105443.47
2668,524,France,Male,52,2,87894.26,1,yes,no,173899.42
2669,614,France,Female,19,5,97445.49,2,yes,no,122823.34
2670,598,France,Female,64,9,0.0,1,no,yes,13181.37
2671,799,Spain,Male,35,7,0.0,2,no,yes,140780.8
2672,724,France,Male,34,2,154485.74,2,no,no,78560.64
2673,601,France,Male,50,2,115625.07,1,yes,no,185855.21
2674,804,France,Male,25,7,108396.67,1,yes,no,128276.95
2675,745,Germany,Male,38,5,65095.41,2,yes,yes,140197.42
2676,667,Germany,Male,43,1,103018.45,1,yes,no,32462.39
2677,518,France,Female,38,10,84764.79,1,yes,yes,162253.9
2678,819,France,Female,38,10,0.0,2,yes,no,30498.7
2679,520,Spain,Female,35,4,115680.81,1,yes,yes,90280.7
2680,625,France,Female,39,5,0.0,2,yes,no,32615.21
2681,673,Germany,Male,36,5,73088.06,2,no,no,196142.26
2682,656,Germany,Female,27,3,150905.03,2,yes,no,16998.72
2683,850,Spain,Female,23,9,143054.85,1,no,yes,62980.96
2684,574,Spain,Female,28,7,0.0,2,no,no,185660.3
2685,679,France,Male,60,6,0.0,2,yes,yes,77331.77
